date,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA,year,month,day,weekday,hour,minute
2015-05-15T04:45:00.000Z,1252.98,1254.03,1252.5,1253.28,3844,1253.978,1253.608,1254.292,1253.1015,1253.669623,1253.684168,1253.244732,1252.661746,1255.445864,1253.978,1252.510136,1250.851798,1253.001419,1252.566462,1252.236151,1406.0,1254.064444,1253.741667,1254.125,16.52439589,26.4514728,23.45718903,3.069358974,-103.1039937,-43.73522459,-33.5404862,-0.014544648,1.007876907,1.022421555,0.58298598,1.553530192,-5.12,1.43,6.73,-0.075743683,-0.406865861,0.539890097,0.245237304,53.53116317,50.17181755,52.62159743,71.9912211,31.2,52.62159743,13.46046131,28.92773494,53.81559848,-68.75675676,3.160298157,1.53,1253.27,28.47806406,1.098979556,2015,5,15,6,4,45
2015-05-15T04:50:00.000Z,1254.03,1255.23,1253.48,1254.53,5596,1254.024,1253.743,1254.594,1253.493,1253.956415,1253.837955,1253.405391,1252.839675,1255.542873,1254.024,1252.505127,1251.1804,1253.035892,1252.628176,1252.294565,1406.0,1253.748889,1253.872667,1254.229364,15.80584755,25.41757553,23.32350518,2.166858974,58.20254111,89.74358974,-9.49883896,0.118459993,1.116740309,0.998280317,0.565715529,1.517199458,1.35,4.53,7.83,0.018336921,0.107725945,0.628058073,0.173083235,56.3006064,55.58171164,49.11523929,58.96175447,74.35897436,49.11523929,69.45807121,27.63951084,59.37975875,-74.0,3.073848288,1.95,1254.413333,27.51408116,0.555605461,2015,5,15,6,4,50
2015-05-15T04:55:00.000Z,1254.25,1255.95,1253.0,1254.35,5916,1253.904,1253.778,1255.050667,1253.738,1254.08761,1253.931054,1253.523467,1252.983515,1255.187907,1253.904,1252.620093,1251.676963,1253.046145,1252.661783,1252.355665,1406.0,1253.732222,1253.946333,1254.278,18.26641774,25.03325597,23.32423852,1.490128205,66.9000389,72.9004329,-21.58480036,0.156555858,1.104094732,0.947538875,0.539951237,1.457086211,0.35,6.85,4.9,-0.04781067,0.027910686,0.392172556,0.118995442,55.78502708,54.60602861,53.06072092,51.59918588,53.62318841,53.06072092,83.43920115,55.45257789,50.57427374,-67.91666667,3.065001982,2.95,1254.433333,26.31158326,0.40168229,2015,5,15,6,4,55
2015-05-15T05:00:00.000Z,1254.33,1254.33,1252.53,1252.78,6606,1253.584,1253.768,1254.502667,1253.877,1253.65174,1253.721772,1253.430533,1252.964133,1255.022143,1253.584,1252.145857,1252.188617,1253.044804,1252.663114,1252.364999,1406.0,1253.845556,1253.935,1254.284364,17.0443944,24.13912928,23.19124236,1.212564103,-71.79487179,-58.60331174,-62.3040356,-0.070031601,0.687607092,0.757638693,0.466400325,1.268141802,-0.1,-8.22,2.78,-0.127553054,-0.00798161,0.2224,0.096811446,51.3665309,46.47388715,45.36603493,49.18066505,8.115942029,45.36603493,0.0,50.96575745,46.32039097,-80.17391304,2.976073269,1.82,1253.213333,25.05146507,0.298463963,2015,5,15,6,5,0
2015-05-15T05:05:00.000Z,1252.78,1253.55,1251.13,1252.13,9680,1253.414,1253.791,1253.884667,1254.001,1253.144493,1253.432359,1253.267967,1252.884692,1255.244873,1253.414,1251.583127,1252.682814,1253.038955,1252.657639,1252.360772,1406.0,1253.675556,1253.845333,1254.266636,18.30992204,21.82675611,22.68089263,0.8575,-115.3136531,-157.808609,-114.3298458,-0.287865269,0.259801623,0.547666892,0.383274896,1.053804822,0.23,-9.27,2.48,-0.067838274,0.018372074,0.198455568,0.068452143,49.61441396,43.41469512,27.49533947,41.97403177,20.74688797,27.49533947,0.0,27.81306705,44.17967303,-82.52947481,2.93635375,2.42,1252.27,23.92449892,0.416933081,2015,5,15,6,5,5
2015-05-15T05:10:00.000Z,1252.5,1253.75,1252.5,1253.6,5188,1253.478,1253.728,1253.564667,1254.0885,1253.296329,1253.462839,1253.309471,1252.952816,1255.308034,1253.478,1251.647966,1253.166138,1253.045904,1252.665438,1252.391302,1406.0,1253.27,1253.730333,1254.222727,18.00131377,19.94554499,22.23730769,0.695576923,-22.1440908,-48.79943503,-34.54451199,-0.166509981,0.343512558,0.51002254,0.356654468,0.991132774,-0.63,-4.8,1.75,0.025533001,-0.050230022,0.139793106,0.055516382,53.4791444,51.64207131,26.70254776,33.18797405,51.24481328,26.70254776,57.80166328,19.26722109,48.05095835,-46.53465347,2.842328482,1.62,1253.283333,22.94974041,0.568672043,2015,5,15,6,5,10
2015-05-15T05:15:00.000Z,1253.93,1253.95,1251.6,1251.6,6206,1252.892,1253.458,1253.459333,1254.1685,1252.730886,1253.124141,1253.095787,1252.823977,1254.869772,1252.892,1250.914228,1253.539698,1252.97176,1252.657072,1252.37675,1406.0,1252.788889,1253.549333,1254.132636,21.60731252,18.59442493,21.57134159,0.476346154,-77.35583685,-115.5284393,-115.8869627,-0.393254977,-0.093090768,0.300164209,0.271810267,0.771191623,-2.7,-1.58,1.6,-0.233553602,-0.215259507,0.128,0.038012929,48.07608959,42.119656,27.24757953,27.14848892,9.751037344,27.24757953,0.0,19.26722109,44.83004199,-86.13861386,2.807162162,2.35,1252.383333,22.11649328,0.321119976,2015,5,15,6,5,15
2015-05-15T05:20:00.000Z,1251.6,1254.43,1251.58,1253.1,13210,1252.642,1253.273,1253.399333,1254.4485,1252.853924,1253.119752,1253.096314,1252.850265,1254.054651,1252.642,1251.229349,1253.849142,1252.975328,1252.667174,1252.39128,1406.0,1252.682222,1253.319,1253.986636,20.85531947,16.82971382,21.0459646,0.136025641,32.52828547,-41.32169762,-41.32537369,-0.265827703,0.003659313,0.269487016,0.246048962,0.709742668,-1.85,-0.9,5.6,-0.099653207,-0.147416232,0.448897796,0.010852859,51.99351535,50.01916634,40.23094011,31.39368913,59.6969697,40.23094011,72.5039056,43.43518963,45.59946403,-56.43564356,2.810222007,2.85,1253.036667,21.40756528,0.490431363,2015,5,15,6,5,20
2015-05-15T05:25:00.000Z,1253.05,1255.98,1253.05,1255.0,18246,1253.086,1253.335,1253.540667,1254.1485,1253.569283,1253.461615,1253.334274,1253.055001,1255.460855,1253.086,1250.711145,1254.161961,1252.993627,1252.757223,1252.454203,1406.0,1252.814444,1253.182667,1253.778545,21.37515883,16.62777295,20.8765566,-0.019102564,151.6339869,125.5122951,107.364685,0.10766764,0.514281289,0.406613648,0.27927306,0.805077616,0.62,2.12,-6.0,0.177205894,0.049426808,-0.475812847,-0.001523846,56.47310372,58.26482886,49.74727382,39.07526449,79.79381443,49.74727382,100.0,57.50130187,48.04206544,-20.20618557,2.818777578,2.93,1254.676667,20.79737001,1.184612656,2015,5,15,6,5,25
2015-05-15T05:30:00.000Z,1255.0,1256.13,1253.75,1255.43,23468,1253.746,1253.58,1253.776,1253.85,1254.189522,1253.819503,1253.59624,1253.281192,1256.495883,1253.746,1250.996117,1254.093316,1253.086889,1252.859551,1252.522018,1406.0,1253.503333,1253.209667,1253.652909,22.41366952,16.58665389,20.7464815,-0.187948718,98.23091248,118.8394277,124.1104812,0.370018577,0.908330059,0.538311482,0.315048411,0.90489756,2.45,3.53,-5.97,0.263550909,0.195533847,-0.473283653,-0.014990511,57.44100073,59.97281337,74.70205625,54.89342339,84.61538462,74.70205625,100.0,90.8346352,49.45449098,-14.0,2.787436323,2.38,1255.103333,20.28164223,0.796453652,2015,5,15,6,5,30
