date,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA,year,month,day,weekday,hour,minute
2015-12-22T04:45:00.000Z,1210.0,1210.0,1209.0,1209.93,5330,1210.306,1210.475,1212.390667,1215.231,1210.292596,1211.358282,1212.670692,1213.769454,1210.879913,1210.306,1209.732087,1215.869305,1210.638125,1211.929935,1215.186135,1406.0,1210.325556,1210.517667,1214.157182,78.17149328,56.46426617,36.61525761,-6.138076923,-117.6338282,-173.6206334,-67.09126511,-1.065685834,-3.476857932,-2.411172098,-1.098761903,-2.830411249,-0.57,-12.5,-12.4,-0.055344457,-0.04708798,-1.014455998,-0.504432552,25.99351556,18.69364189,37.80806131,42.26657134,39.07563025,37.80806131,0.0,27.87752827,41.64163887,-93.11111111,1.705275391,1.0,1209.643333,20.44766486,1.310956093,2015,12,22,3,4,45
2015-12-22T04:50:00.000Z,1209.93,1210.0,1209.08,1210.0,11794,1210.176,1210.427,1211.624,1214.606,1210.195064,1211.111321,1212.336855,1213.410458,1210.667951,1210.176,1209.684049,1215.379612,1210.619849,1211.544352,1214.765757,1406.0,1210.14,1210.439667,1213.288091,79.27919329,57.92163077,37.12092352,-5.909807692,-72.84618854,-127.9168178,-68.696195,-0.916257451,-3.215394243,-2.299136791,-1.073602784,-2.771822981,-0.48,-11.5,-12.5,-0.053690166,-0.039653691,-1.022494888,-0.485865152,26.49576788,19.97341994,36.70527313,38.71670608,44.44444444,36.70527313,38.21546862,12.73848954,48.51026838,-90.43062201,1.649184292,0.92,1209.693333,20.58112535,1.077843142,2015,12,22,3,4,50
2015-12-22T05:15:00.000Z,1208.78,1210.0,1208.55,1209.9,258408,1210.056,1210.314,1210.895333,1213.857,1210.096709,1210.891081,1212.032248,1213.076129,1210.457716,1210.056,1209.654284,1214.878633,1210.527035,1210.98561,1214.31893,1406.0,1210.015556,1210.336,1212.518,80.9485178,59.48402492,37.70151372,-5.494423077,-81.50953984,-120.6091478,-98.32083191,-0.794371821,-2.979419501,-2.18504768,-1.043880354,-2.702309973,-1.13,-10.93,-14.98,-0.049566295,-0.093309001,-1.222976945,-0.451887883,26.22198619,19.4729974,46.20737184,40.24023542,55.10204082,46.20737184,18.9978171,19.07109524,52.7017309,-79.94056464,1.634956842,1.45,1209.483333,20.74914351,0.466294808,2015,12,22,3,5,15
2015-12-22T05:20:00.000Z,1209.9,1210.0,1209.53,1209.53,12622,1209.872,1210.169,1210.514,1213.086,1209.907806,1210.643612,1211.719467,1212.738402,1210.222862,1209.872,1209.521138,1214.294433,1210.370289,1210.480454,1213.606942,1406.0,1209.91,1210.219333,1211.860636,82.28397741,60.89017966,38.25307441,-5.113974359,-12.13910761,-70.56037885,-90.93885033,-0.73580561,-2.830596023,-2.094790413,-1.018934854,-2.646568329,-1.45,-5.72,-15.42,-0.076004792,-0.119737733,-1.258826891,-0.420756993,25.18503833,17.60757322,48.73771731,43.88345409,46.66666667,48.73771731,0.0,19.07109524,54.18762277,-78.46153846,1.551745639,0.47,1209.686667,20.9270169,1.178184431,2015,12,22,3,5,20
2015-12-22T05:25:00.000Z,1209.53,1209.53,1208.28,1208.38,5148,1209.548,1209.994,1210.204,1212.305,1209.398537,1210.232046,1211.302034,1212.323316,1210.760825,1209.548,1208.335175,1213.614619,1210.012209,1209.749365,1212.603392,1406.0,1209.674444,1210.066333,1211.314364,84.51485682,62.68837179,39.00651666,-4.805192308,-166.6666667,-158.221655,-176.8292683,-0.833508548,-2.924778813,-2.091270264,-1.021282347,-2.66447367,-1.75,-4.65,-15.62,-0.133884298,-0.144612562,-1.276143791,-0.395524011,22.24110186,13.1372623,35.86088699,43.60199205,5.813953488,35.86088699,0.0,6.332605701,53.41883058,-97.46835443,1.530192379,1.25,1208.73,21.1118316,1.630517261,2015,12,22,3,5,25
2015-12-22T05:30:00.000Z,1208.38,1209.25,1208.3,1208.58,5486,1209.278,1209.792,1210.076,1211.6125,1209.125692,1209.931674,1210.96178,1211.96681,1210.624189,1209.278,1207.931811,1212.878,1209.622271,1209.370716,1211.903787,1406.0,1209.303333,1209.872667,1210.875818,86.29956035,64.3067447,39.7222868,-4.471730769,-84.87464036,-127.235962,-147.0175439,-0.805982361,-2.841118311,-2.03513595,-1.005030275,-2.632183283,-2.02,-1.92,-13.85,-0.111576703,-0.166859409,-1.13298921,-0.368237887,23.90699595,17.30994728,23.30749354,35.96869928,17.44186047,23.30749354,39.15452061,13.05150687,53.34443992,-91.93548387,1.488750067,0.95,1208.71,21.31827393,2.554003512,2015,12,22,3,5,30
2015-12-22T05:35:00.000Z,1208.58,1209.95,1208.45,1208.95,4430,1209.068,1209.622,1209.974,1210.985,1209.067128,1209.753188,1210.710307,1211.679495,1210.210306,1209.068,1207.925694,1212.369035,1209.510349,1209.249071,1211.438757,1406.0,1208.912222,1209.666333,1210.529364,76.45795708,63.57758134,39.99886949,-4.055448718,-5.433409148,-69.10352188,-89.96900014,-0.686060054,-2.612366951,-1.926306896,-0.9691875,-2.547372486,-1.7,-1.53,-12.55,-0.08677686,-0.140420435,-1.027425297,-0.334099494,27.02191085,24.93405011,20.73643411,26.63493821,38.95348837,20.73643411,100.0,46.3848402,51.26900574,-78.38709677,1.489553633,1.5,1209.116667,21.54825519,0.862696013,2015,12,22,3,5,35
2015-12-22T05:40:00.000Z,1208.95,1208.95,1206.9,1207.15,32010,1208.518,1209.287,1209.715333,1210.301,1208.428085,1209.279881,1210.265269,1211.248114,1210.094091,1208.518,1206.941909,1211.822123,1208.919795,1208.622762,1210.715571,1406.0,1208.564444,1209.39,1210.251091,74.20072921,63.91490647,40.56067643,-3.752564103,-149.9910346,-179.5010455,-196.7089562,-0.851795763,-2.820029084,-1.968233321,-0.982845452,-2.595485138,-3.35,-3.88,-13.68,-0.227291512,-0.276745147,-1.120549135,-0.309297426,22.25004872,16.48398037,21.48662166,21.84351643,8.064516129,21.48662166,0.18714101,46.44722054,40.66691953,-94.41964286,1.529585517,2.05,1207.666667,21.80425263,1.205829095,2015,12,22,3,5,40
2015-12-22T05:45:00.000Z,1207.1,1207.5,1206.53,1207.45,219948,1208.102,1208.987,1209.48,1209.911,1208.102057,1208.947175,1209.91336,1210.886389,1209.474962,1208.102,1206.729038,1211.255989,1208.642069,1208.372579,1210.125939,1406.0,1208.237778,1209.064333,1210.039455,73.21365737,64.40940991,41.15953919,-3.348846154,-107.7863578,-164.8094896,-189.2413202,-0.845118527,-2.784332305,-1.939213778,-0.973028885,-2.579670434,-3.0,-3.53,-7.8,-0.171967624,-0.247841712,-0.641843242,-0.276174399,24.63870476,21.54818403,24.63952977,22.28752851,26.9005848,24.63952977,50.15056877,50.11256993,41.98615326,-81.03092784,1.489615123,0.97,1207.16,22.08484121,0.482207763,2015,12,22,3,5,45
2015-12-22T05:50:00.000Z,1207.45,1207.48,1206.95,1207.28,4240,1207.882,1208.715,1209.29,1209.6235,1207.828038,1208.644053,1209.58419,1210.542923,1209.355141,1207.882,1206.408859,1210.664682,1208.401147,1208.180853,1209.5789,1406.0,1207.79,1208.732667,1209.846727,72.4239999,64.85446301,41.72845882,-2.937564103,-66.04894274,-120.6671027,-143.3961683,-0.81601467,-2.714885603,-1.898870933,-0.958733283,-2.551443296,-2.72,-2.85,-5.75,-0.091030967,-0.224793388,-0.474019604,-0.242392429,24.18526798,20.73396121,18.96497516,21.69704219,21.92982456,18.96497516,40.55480249,30.29750409,36.58102077,-84.53608247,1.421071185,0.53,1207.236667,22.37632269,0.576979991,2015,12,22,3,5,50
