date,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA,year,month,day,weekday,hour,minute
2015-04-01T09:05:00.000Z,1270.0,1270.05,1267.55,1269.5,311638,1270.346,1270.349,1269.763333,1269.3565,1270.085607,1269.984424,1269.619382,1269.234632,1271.420921,1270.346,1269.271079,1269.217268,1268.768919,1268.05841,1267.433599,1217.18,1270.47,1270.414333,1269.549636,44.6742305,39.66388897,24.31730671,1.561602564,-158.238884,-204.6925566,-64.25531915,0.101183396,0.850975025,0.749791629,0.384749893,0.974969474,-0.38,-2.35,-0.45,-0.029924087,-0.029924087,-0.035434466,0.123090782,52.67896981,48.93621487,21.7845848,35.33727956,32.77310924,21.7845848,0.0,22.4616969,44.85453863,-55.40166205,2.046470481,2.5,1269.033333,21.2313486,0.327665229,2015,4,1,4,9,5
2015-04-01T09:10:00.000Z,1269.23,1270.0,1268.63,1269.9,7994,1270.23,1270.311,1269.83,1269.4715,1270.023738,1269.969074,1269.654459,1269.298,1271.346423,1270.23,1269.113577,1269.329654,1268.78075,1268.09261,1267.544394,1217.18,1270.155556,1270.394,1269.726636,37.95801827,37.29017491,24.1248057,1.367115385,-64.0569395,-104.3010753,-23.64969534,0.054664143,0.725737644,0.6710735,0.356458776,0.906557551,-0.38,1.0,2.3,-0.045652037,-0.029914664,0.181445251,0.107739742,54.14821246,52.33413408,26.06096202,26.73958808,39.49579832,26.06096202,23.76508258,7.921694195,48.32863187,-49.86149584,1.998151161,1.37,1269.51,20.9559237,0.334336384,2015,4,1,4,9,10
2015-04-01T09:15:00.000Z,1269.9,1271.45,1269.85,1270.0,11598,1270.03,1270.221,1270.003333,1269.59,1270.015825,1269.974697,1269.697652,1269.364857,1270.83895,1270.03,1269.22105,1269.41947,1268.812882,1268.129036,1267.657863,1217.18,1269.894444,1270.333667,1269.871091,35.0680312,36.47651973,24.22543836,1.126346154,24.18857213,16.64476566,41.93742479,0.041128542,0.650967869,0.609839327,0.332794276,0.850604533,-0.9,2.6,2.37,-0.078678206,-0.070815957,0.186963073,0.088747642,54.52831874,53.22345828,37.81512605,28.55355762,41.17647059,37.81512605,35.93533079,19.90013779,46.18075254,-55.82137161,1.969711793,1.6,1270.433333,20.86413119,0.438691737,2015,4,1,4,9,15
2015-04-01T09:20:00.000Z,1270.0,1272.0,1270.0,1270.33,14248,1269.946,1270.254,1270.192,1269.7665,1270.12055,1270.039297,1269.776695,1269.456776,1270.478406,1269.946,1269.413594,1269.514048,1268.829449,1268.198115,1267.760821,1217.18,1269.892222,1270.256,1269.988818,34.72454191,36.18477219,24.42325706,0.896666667,79.05337362,53.05574211,70.1716853,0.081252848,0.663774422,0.582521574,0.319919472,0.823397987,0.33,2.83,3.53,-0.033051348,0.025984252,0.278654878,0.070637603,55.82962197,56.29852542,47.71472634,37.19693814,62.47191011,47.71472634,100.0,53.23347112,41.29741966,-53.27731092,1.971875236,2.0,1270.776667,20.78216678,0.625115102,2015,4,1,4,9,20
2015-04-01T09:25:00.000Z,1270.5,1271.0,1269.28,1270.5,9720,1270.046,1270.234,1270.273333,1269.9515,1270.247033,1270.123061,1269.867108,1269.55613,1270.743607,1270.046,1269.348393,1269.645714,1268.843478,1268.273969,1267.892607,1217.18,1270.051111,1270.17,1270.075636,29.81090999,34.81438861,24.37572407,0.792179487,29.33576531,-12.41847583,-5.980780862,0.123971994,0.690902997,0.566931002,0.310977877,0.806260117,-0.2,1.22,3.7,0.039370079,-0.015739356,0.292074518,0.062402814,56.519937,57.92691306,56.64683851,47.3922303,66.29213483,56.64683851,100.0,78.64511026,43.40034851,-50.42016807,1.953884148,1.72,1270.26,20.63503279,1.110668047,2015,4,1,4,9,25
2015-04-01T09:30:00.000Z,1270.4,1271.75,1269.63,1269.75,35686,1270.096,1270.221,1270.264667,1269.8465,1270.081356,1270.055232,1269.85247,1269.574594,1270.651208,1270.096,1269.540792,1269.791905,1268.849637,1268.307315,1267.958389,1217.18,1270.182222,1270.115667,1270.125818,29.19804177,34.26005292,24.47873851,0.710961538,22.72073627,-0.238095238,5.237560793,0.026123529,0.506761406,0.480637878,0.277875569,0.723815802,-0.13,-0.13,-2.1,0.019692792,-0.010237188,-0.165113811,0.056002322,52.61325211,48.76521209,53.99948877,52.78701787,33.23442136,53.99948877,0.0,66.66666667,41.44482675,-63.02521008,1.965749566,2.12,1270.376667,20.60555961,0.611729903,2015,4,1,4,9,30
2015-04-01T09:35:00.000Z,1270.0,1270.75,1269.03,1270.0,50218,1270.116,1270.173,1270.246,1269.9015,1270.054237,1270.04519,1269.870911,1269.615109,1270.648256,1270.116,1269.583744,1269.846905,1268.871044,1268.331499,1268.034095,1217.18,1270.184444,1270.077333,1270.189545,24.75646642,32.82735125,24.37696261,0.650705128,-136.4795918,-51.82795699,-64.99964227,0.009047182,0.439128022,0.43008084,0.255802008,0.670917084,-0.48,-0.28,1.1,0.007874636,-0.037780996,0.086689258,0.051255857,53.76056703,51.67675067,44.06216295,51.56949674,32.65993266,44.06216295,29.36799241,43.12266414,44.6533654,-58.82352941,1.948196025,1.72,1269.926667,20.87484319,0.696024983,2015,4,1,4,9,35
2015-04-01T09:40:00.000Z,1270.18,1270.95,1268.88,1270.25,125376,1270.166,1270.098,1270.202667,1270.044,1270.119491,1270.082428,1269.918297,1269.675575,1270.692209,1270.166,1269.639791,1269.891905,1268.918212,1268.427388,1268.109433,1217.18,1270.092222,1270.066667,1270.232091,22.33767148,31.74654921,24.32277318,0.579615385,-67.76556777,-27.29044834,-42.47104247,0.037063285,0.443916519,0.406853234,0.24272232,0.641769461,-0.75,-0.65,2.85,0.019685039,-0.059008655,0.224869812,0.045652473,54.93558408,54.623738,36.60153681,44.88772951,43.91025641,36.60153681,59.44508029,29.60435757,43.3520741,-54.62184874,1.956896309,2.07,1270.026667,21.29787625,0.539493937,2015,4,1,4,9,40
2015-04-01T09:45:00.000Z,1270.5,1272.38,1270.0,1270.8,49172,1270.26,1270.103,1270.256,1270.209,1270.346328,1270.212896,1270.02851,1269.782663,1270.995935,1270.26,1269.524065,1269.923654,1268.927953,1268.565539,1268.144252,1217.18,1270.144444,1270.105,1270.242364,26.56478765,32.11123208,24.56353424,0.484358974,156.6523605,129.2567367,105.068815,0.133431869,0.563664612,0.430232743,0.245847063,0.655494036,0.05,0.8,3.3,0.03699826,0.003934684,0.26035503,0.038146092,57.49465642,60.65642254,43.80911064,41.4909368,54.85714286,43.80911064,100.0,62.9376909,38.62456882,-45.37815126,1.987118001,2.38,1271.06,21.55224269,0.684046302,2015,4,1,4,9,45
2015-04-01T09:50:00.000Z,1270.8,1276.0,1270.8,1274.85,44848,1271.13,1270.588,1270.532667,1270.4875,1271.847552,1271.056006,1270.631196,1270.265267,1274.914495,1271.13,1267.345505,1270.075182,1270.191178,1269.180337,1268.409745,1217.18,1270.772222,1270.302333,1270.267182,35.90981576,34.54185945,25.39024006,0.495576923,166.353015,270.4940063,311.7906683,0.791546135,1.58228522,0.790739085,0.365929782,0.981853814,4.85,4.15,5.57,0.342384888,0.381889764,0.438831464,0.039020056,70.69253417,81.4315079,60.87190462,47.09418403,83.84831461,60.87190462,100.0,86.48169343,49.91254461,-13.60946746,2.216609573,5.2,1273.883333,21.58685622,0.324964361,2015,4,1,4,9,50
2015-04-01T09:55:00.000Z,1274.6,1275.48,1272.0,1272.03,88180,1271.586,1270.841,1270.676,1270.595,1271.908368,1271.233095,1270.806047,1270.433336,1275.137779,1271.586,1268.034221,1270.273582,1270.28185,1269.241764,1268.449676,1217.18,1271.625556,1270.559,1270.308455,43.38583825,36.72942409,26.17561059,0.401089744,67.79907085,140.4670324,178.5892946,0.675272333,1.475031453,0.79975912,0.372710389,1.001402314,2.53,2.15,2.15,0.179562906,0.199291059,0.169307336,0.031575453,57.34166256,57.33809741,60.9823435,55.22111959,44.24157303,60.9823435,21.14990836,73.71663612,44.96615617,-46.98224852,2.306851746,3.48,1273.17,21.56106938,0.196320701,2015,4,1,4,9,55
