date,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA,year,month,day,weekday,hour,minute
2016-01-12T09:10:00.000Z,1152.95,1153.95,1152.5,1153.63,46120,1152.528,1154.335,1154.957333,1155.7645,1153.343011,1154.072712,1154.849152,1155.617283,1154.246204,1152.528,1150.809796,1158.088151,1155.59981,1156.501857,1156.218029,1406.0,1152.575556,1154.115333,1155.8,33.46230927,26.63890643,32.47478169,-2.229038462,162.5258799,-41.84453228,-65.66214142,-0.729700662,-2.274271791,-1.544571129,-0.768130689,-2.161793647,-0.2,-3.92,-4.67,-0.205017301,-0.017333576,-0.40317707,-0.192738942,38.25472398,41.43192493,41.00242657,30.92479753,53.63984674,41.00242657,100.0,76.57556294,40.57528215,-63.96396396,1.979215868,1.45,1153.36,35.45628523,-0.088615741,2016,1,12,3,9,10
2016-01-12T09:15:00.000Z,1153.63,1154.0,1153.05,1154.0,32132,1153.128,1154.082,1154.690667,1155.5455,1153.562007,1154.059491,1154.743008,1155.463256,1154.301807,1153.128,1151.954193,1157.914548,1155.509017,1156.404581,1156.118854,1406.0,1153.066667,1153.613,1155.517091,29.21611907,26.14077123,32.15606715,-2.010769231,106.6282421,-21.35461605,-45.47453682,-0.497484003,-1.901248489,-1.403764486,-0.720247765,-2.032365643,-2.53,-4.0,-4.38,0.260642919,-0.218757836,-0.378114263,-0.17390049,39.95300815,44.32726577,64.30626137,45.76996912,100.0,64.30626137,100.0,90.91132727,43.43945375,-59.2020592,1.905700449,0.95,1153.683333,36.69085844,0.106889997,2016,1,12,3,9,15
2016-01-12T09:20:00.000Z,1153.98,1156.45,1153.48,1155.83,74216,1153.778,1154.06,1154.579333,1155.4595,1154.318005,1154.381402,1154.878882,1155.498184,1156.077614,1153.778,1151.478386,1157.753425,1155.510951,1156.397099,1156.111914,1406.0,1153.672222,1153.403333,1155.249,31.46308703,24.42518026,31.02356907,-1.683717949,154.9835706,54.310425,27.75542232,-0.063397098,-1.180178926,-1.116781828,-0.619301786,-1.761818169,-0.22,-1.67,-1.72,0.281976088,-0.019030319,-0.148589694,-0.145635805,47.62587178,56.48645297,79.74041403,61.68303399,85.58139535,79.74041403,100.0,100.0,47.6518329,-29.27864215,1.981721846,2.97,1155.253333,36.66430276,0.002761019,2016,1,12,3,9,20
2016-01-12T09:25:00.000Z,1155.83,1162.98,1155.0,1162.5,129482,1155.772,1154.707,1154.910667,1155.662,1157.045337,1155.857511,1155.831522,1156.165023,1162.771765,1155.772,1148.772235,1157.606247,1156.126745,1156.545666,1156.186773,1406.0,1155.146667,1153.641667,1155.053364,40.52526948,26.76962421,30.47349767,-1.340833333,160.0,200.2486687,217.7517039,1.187825886,0.880313157,-0.307512729,-0.333501674,-0.997693302,6.47,4.97,4.05,0.865053404,0.559674057,0.349605076,-0.115961958,65.12026351,77.21522135,93.68862441,79.24509994,95.48447789,93.68862441,100.0,100.0,71.98425625,-3.950617284,2.410170285,7.98,1160.16,35.84913624,0.176904124,2016,1,12,3,9,25
2016-01-12T09:30:00.000Z,1162.63,1165.63,1162.0,1162.3,214718,1157.652,1155.327,1155.454,1155.827,1158.796891,1157.028872,1156.640082,1156.749307,1165.548342,1157.652,1149.755658,1157.512941,1156.629658,1156.658566,1156.252935,1406.0,1157.38,1154.31,1154.936091,48.87269398,29.72167001,30.36397733,-1.004615385,111.980114,196.2556592,242.6403601,1.768018672,2.047584155,0.279565482,-0.109225375,-0.403604665,6.2,8.15,3.3,0.815335242,0.536285788,0.284728214,-0.086870282,64.42535488,75.97495328,85.2347021,86.22124685,74.63823305,85.2347021,97.41338294,99.13779431,62.61024169,-22.5,2.497300979,3.63,1163.31,36.34616399,0.211866668,2016,1,12,3,9,30
2016-01-12T09:35:00.000Z,1162.45,1165.43,1162.2,1165.0,98266,1159.926,1156.227,1156.198667,1156.1995,1160.864594,1158.478168,1157.685071,1157.535087,1168.406638,1159.926,1151.445362,1157.482851,1157.611161,1157.089711,1156.437655,1406.0,1160.306667,1155.464,1154.927,55.55063359,32.37851123,30.25993301,-0.464807692,83.87687378,139.1766313,203.8590138,2.386425727,3.329506847,0.94308112,0.14998414,0.281833494,9.0,11.17,7.45,0.985584633,0.778546713,0.643600708,-0.040185255,69.20323364,80.74640197,88.37158727,89.0983046,94.99205087,88.37158727,100.0,99.13779431,66.53940462,-4.256756757,2.549636624,3.23,1164.21,35.86557456,0.244680828,2016,1,12,3,9,35
2016-01-12T09:40:00.000Z,1165.0,1165.98,1164.48,1165.0,75312,1162.126,1157.627,1156.763333,1156.5495,1162.243063,1159.663956,1158.599437,1158.246031,1168.838944,1162.126,1155.413056,1157.4987,1160.693714,1157.472754,1156.618474,1406.0,1162.525556,1157.063667,1155.059273,61.14548768,34.94338607,30.2442914,0.019166667,75.34947153,110.6753261,162.1164317,2.579106804,3.997031428,1.417924624,0.353406147,0.815645915,14.0,8.47,7.0,0.953206239,1.216333623,0.604490501,0.001656698,69.20323364,80.74640197,87.26342798,86.95657245,92.16,87.26342798,100.0,99.13779431,64.76497237,-6.468646865,2.474662579,1.5,1165.153333,34.79188183,0.121423553,2016,1,12,3,9,40
2016-01-12T09:45:00.000Z,1165.08,1168.1,1164.7,1167.55,103326,1164.47,1159.124,1157.53,1157.052,1164.012042,1161.097782,1159.718258,1159.132124,1168.331399,1164.47,1160.608601,1157.580987,1163.565634,1158.21896,1157.087564,1406.0,1164.405556,1158.954,1155.391273,66.46281182,37.86228927,30.53080623,0.628974359,108.9108911,103.4465021,143.6064241,2.914259706,4.879918273,1.965658566,0.58613421,1.427998713,14.97,11.5,10.05,1.013989947,1.298825244,0.86825054,0.054349711,73.15272004,84.53512419,94.3178592,89.98429148,95.80152672,94.3178592,100.0,100.0,67.04329952,-3.184713376,2.540758109,3.4,1166.783333,33.62590756,0.146790511,2016,1,12,3,9,45
2016-01-12T09:50:00.000Z,1167.55,1167.55,1155.0,1160.0,145548,1163.97,1159.871,1157.794667,1157.1755,1162.674695,1160.898185,1159.753476,1159.214778,1169.145944,1163.97,1158.794056,1157.581491,1163.323967,1158.238624,1157.115577,1406.0,1164.711111,1160.652667,1155.835909,57.910786,34.640311,29.19748074,1.28474359,-135.0661732,18.69867219,46.17988395,1.776509186,3.459916107,1.683406921,0.538697091,1.289209609,7.47,3.97,2.47,-0.215053763,0.648139311,0.213385398,0.111005729,51.92152641,50.7457916,75.37648855,85.65259191,38.16793893,75.37648855,0.0,66.66666667,58.04957831,-46.90214244,3.255703958,12.55,1160.85,32.24312393,3.214267864,2016,1,12,3,9,50
2016-01-12T09:55:00.000Z,1160.0,1162.45,1158.13,1158.5,76748,1163.21,1160.431,1157.954667,1157.393,1161.28313,1160.462152,1159.596791,1159.146704,1170.005999,1163.21,1156.414001,1157.571663,1163.122356,1158.243733,1157.124323,1406.0,1164.016667,1161.892333,1156.376909,51.06916534,31.74053056,27.93082152,1.776153846,-99.05062144,-9.650272269,25.67088931,0.820978042,2.1364254,1.315447358,0.450086788,1.04612174,5.6,2.4,4.35,-0.326937968,0.485731633,0.376900749,0.153464805,48.88584593,46.52347478,53.56234097,74.41889624,26.71755725,53.56234097,0.0,33.33333333,52.03555751,-55.58772438,3.331725104,4.32,1159.693333,30.95967371,-0.396128057,2016,1,12,3,9,55
2016-01-13T03:45:00.000Z,1157.83,1163.5,1150.5,1161.23,513634,1162.456,1161.191,1158.303333,1157.763,1161.26542,1160.60176,1159.800942,1159.345113,1169.125676,1162.456,1155.786324,1157.569794,1163.013488,1158.345164,1157.167991,1406.0,1162.036667,1162.693,1156.998364,52.03253833,31.88786823,27.70527493,2.415384615,-82.84231818,-47.13384347,4.893136517,0.663659355,1.92030639,1.256647035,0.455828788,1.061524444,7.6,5.23,7.4,-0.32360515,0.65879008,0.641342312,0.208680719,54.14104131,54.41306605,41.95046842,56.96309931,60.96590909,41.95046842,21.65583976,7.218613254,56.82890173,-39.03409091,4.022316168,13.0,1158.41,29.95742845,-0.688466691,2016,1,13,4,3,45
2016-01-13T03:50:00.000Z,1161.05,1161.95,1155.0,1161.5,103784,1161.756,1161.941,1159.003333,1158.0115,1161.343613,1160.765077,1160.013324,1159.550341,1167.926752,1161.756,1155.585248,1157.607747,1162.927604,1158.416705,1157.216174,1406.0,1160.778889,1162.998,1157.689818,52.80323673,32.02047213,27.49100567,2.980128205,-45.32078832,-43.56712734,15.11984639,0.578536474,1.793272498,1.214736024,0.462983719,1.083033407,7.5,10.5,4.97,-0.300429185,0.649913345,0.429733773,0.257438785,54.63777977,55.16079177,50.06115545,48.52465495,62.5,50.06115545,23.70282144,15.11955373,63.55616796,-37.5,4.231436442,6.95,1159.483333,28.67777062,-1.066097671,2016,1,13,4,3,50
2016-01-13T03:55:00.000Z,1162.15,1163.5,1155.0,1155.0,147778,1159.246,1161.858,1159.164667,1157.959,1159.229075,1159.716881,1159.386659,1159.116975,1163.993237,1159.246,1154.498763,1157.577603,1162.875833,1158.394829,1157.196466,1406.0,1159.854444,1162.518,1158.396727,49.73837614,31.23023795,27.0172669,3.209679487,-104.553037,-95.54096915,-19.00033698,-0.48780549,0.112100548,0.599906038,0.269683948,0.569024378,-0.83,2.42,-1.05,-1.074900433,-0.071809868,-0.090826521,0.277296243,42.65822539,38.0084441,49.95295699,47.32152695,26.39296188,49.95295699,0.0,15.11955373,53.72310946,-74.43181818,4.536333839,8.5,1157.833333,27.2523845,-1.244302745,2016,1,13,4,3,55
2016-01-13T04:00:00.000Z,1155.1,1157.5,1153.5,1154.1,64902,1158.066,1161.018,1159.269333,1157.8625,1157.519384,1158.69563,1158.725827,1158.639168,1164.20578,1158.066,1151.92622,1157.490832,1162.247157,1158.358156,1157.155281,1406.0,1158.84,1161.450667,1159.029273,48.84934335,31.03803765,26.74223458,3.348782051,-153.7275409,-132.9285641,-74.28065951,-1.176246228,-1.119784138,0.05646209,0.086658725,0.088031272,-8.4,1.57,-1.93,-0.50862069,-0.722580645,-0.166950685,0.289346525,41.30773097,36.22592707,38.86175652,46.29195632,27.69230769,38.86175652,0.0,7.900940479,51.60302892,-79.54545455,4.498024279,4.0,1155.033333,25.76684943,-0.525356239,2016,1,13,4,4,0
2016-01-13T04:05:00.000Z,1155.0,1155.33,1144.25,1147.0,288846,1155.766,1159.488,1158.876,1157.4075,1154.012922,1156.569152,1157.260098,1157.530676,1166.459517,1155.766,1145.072483,1157.359288,1160.33396,1158.002184,1156.792968,1406.0,1156.047778,1160.083333,1159.463909,53.5069192,33.12084073,27.33252539,3.017948718,-148.0053637,-193.705602,-170.2787438,-2.556229284,-3.517753182,-0.961523898,-0.270577419,-0.856200151,-15.3,-5.9,-9.1,-0.992662926,-1.316355502,-0.787129141,0.260852645,32.55238444,25.46055144,22.79032795,37.20168049,14.28571429,22.79032795,0.0,3.55E-15,46.20334448,-88.46960168,4.968165402,11.08,1148.86,24.42232468,-0.153048455,2016,1,13,4,4,5
2016-01-13T04:10:00.000Z,1147.0,1148.85,1144.45,1146.0,108498,1152.72,1157.588,1158.367333,1156.9075,1151.341948,1154.647488,1155.852586,1156.432516,1164.106589,1152.72,1141.333411,1157.10174,1157.500436,1157.587325,1156.422958,1406.0,1152.644444,1158.335,1159.669455,57.23297987,34.99536351,27.89330166,1.956410256,-100.5232536,-163.7041284,-180.6552735,-3.305539479,-5.090567743,-1.785028264,-0.579930111,-1.665997417,-19.0,-7.63,-10.0,-1.311540349,-1.630901288,-0.865051903,0.169145715,31.5384527,24.29825128,17.02297702,26.2250205,9.090909091,17.02297702,0.0,3.55E-15,45.79149078,-92.66247379,4.927582159,4.4,1146.433333,23.4294688,0.069805455,2016,1,13,4,4,10
2016-01-13T04:15:00.000Z,1145.85,1147.5,1142.78,1143.13,116748,1149.046,1155.401,1157.642667,1156.514,1148.604632,1152.553399,1154.262263,1155.16561,1158.40362,1149.046,1139.68838,1156.708538,1154.407328,1157.196838,1155.816609,1406.0,1148.814444,1156.1,1159.594364,60.89139592,37.0020509,28.55387452,0.770448718,-85.43053831,-133.0706809,-171.7699217,-3.948766889,-6.560977549,-2.61221066,-0.903347062,-2.510414109,-21.87,-10.87,-7.87,-1.581575549,-1.877253219,-0.683753258,0.066634533,28.76886443,21.13377773,8.355270855,16.05619194,1.689189189,8.355270855,0.0,3.55E-15,44.45235233,-98.61769352,4.912754862,4.72,1144.47,22.62025873,-0.11919017,2016,1,13,4,4,15
